24731,AAPL,1.80,12.74,10.94,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
1776,AAPL,1.15,12.74,11.59,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
1776,AMZN,38.46,176.76,138.30,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
1776,SBER,0.51,5.88,5.37,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
6605,SBER,0.13,5.88,5.75,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
6605,AMZN,54.54,176.76,122.22,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
6605,AAPL,3.87,12.74,8.87,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16271,SBER,2.03,5.88,3.85,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
16271,AMZN,64.97,176.76,111.79,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16271,AAPL,1.04,12.74,11.70,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
10929,AAPL,-0.28,12.74,13.02,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
10929,SBER,-0.29,5.88,6.17,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
10929,AMZN,91.57,176.76,85.19,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
23525,SBER,1.94,5.88,3.94,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
23525,AAPL,2.49,12.74,10.25,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
23525,AMZN,17.29,176.76,159.47,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2821,AAPL,2.20,12.74,10.54,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2821,SBER,-0.15,5.88,6.03,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2821,AMZN,57.08,176.76,119.68,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18669,AAPL,0.04,12.74,12.70,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
18669,AMZN,80.05,176.76,96.71,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18669,SBER,0.18,5.88,5.70,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
7379,SBER,3.50,5.88,2.38,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
7379,AAPL,3.87,12.74,8.87,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7379,AMZN,35.24,176.76,141.52,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16232,AAPL,0.42,12.74,12.32,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16232,AMZN,14.95,176.76,161.81,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16232,SBER,0.62,5.88,5.26,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
10350,SBER,1.84,5.88,4.04,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
10350,AMZN,34.28,176.76,142.48,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10350,AAPL,-0.39,12.74,13.13,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
3525,AMZN,82.34,176.76,94.42,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
3525,AAPL,0.02,12.74,12.72,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
3525,SBER,0.01,5.88,5.87,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2814,AAPL,3.97,12.74,8.77,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2814,AMZN,16.31,176.76,160.45,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2814,SBER,-1.43,5.88,7.31,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
23093,AAPL,-1.35,12.74,14.09,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
23093,SBER,3.51,5.88,2.37,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
23093,AMZN,64.17,176.76,112.59,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
23916,AAPL,0.68,12.74,12.06,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
23916,SBER,0.79,5.88,5.09,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
23916,AMZN,66.06,176.76,110.70,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11545,AAPL,0.49,12.74,12.25,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
11545,SBER,0.05,5.88,5.83,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
11545,AMZN,15.38,176.76,161.38,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18913,SBER,0.43,5.88,5.45,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
18913,AAPL,0.15,12.74,12.59,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
18913,AMZN,8.34,176.76,168.42,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10953,AMZN,33.36,176.76,143.40,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10953,AAPL,0.39,12.74,12.35,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
10953,SBER,-0.69,5.88,6.57,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
3431,SBER,0.33,5.88,5.55,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
3431,AMZN,103.90,176.76,72.86,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
3431,AAPL,0.15,12.74,12.59,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
12184,SBER,2.89,5.88,2.99,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
12184,AAPL,4.09,12.74,8.65,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
12184,AMZN,37.88,176.76,138.88,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
7927,SBER,2.78,5.88,3.10,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
7927,AMZN,78.61,176.76,98.15,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
7927,AAPL,4.87,12.74,7.87,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
24793,SBER,-0.56,5.88,6.44,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
24793,AAPL,2.16,12.74,10.58,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
24793,AMZN,15.49,176.76,161.27,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
15631,SBER,2.72,5.88,3.16,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
15631,AAPL,4.18,12.74,8.56,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
15631,AMZN,78.66,176.76,98.10,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
4441,SBER,2.67,5.88,3.21,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
4441,AMZN,90.01,176.76,86.75,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
4441,AAPL,3.88,12.74,8.86,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16257,SBER,3.42,5.88,2.46,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
16257,AMZN,20.78,176.76,155.98,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16257,AAPL,0.46,12.74,12.28,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
22420,AAPL,5.68,12.74,7.06,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
22420,AMZN,87.03,176.76,89.73,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
22420,SBER,3.30,5.88,2.58,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
11691,AAPL,3.95,12.74,8.79,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
11691,SBER,2.41,5.88,3.47,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
11691,AMZN,107.54,176.76,69.22,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17617,SBER,-1.29,5.88,7.17,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
17617,AAPL,4.33,12.74,8.41,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17617,AMZN,34.57,176.76,142.19,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16594,AAPL,4.51,12.74,8.23,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16594,AMZN,22.08,176.76,154.68,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16594,SBER,-0.18,5.88,6.06,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2525,AAPL,2.05,12.74,10.69,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2525,SBER,2.66,5.88,3.22,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2525,AMZN,4.07,176.76,172.69,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
207,AAPL,0.69,12.74,12.05,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
207,SBER,0.12,5.88,5.76,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
207,AMZN,106.43,176.76,70.33,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
20039,SBER,3.50,5.88,2.38,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
20039,AAPL,3.50,12.74,9.24,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
20039,AMZN,26.38,176.76,150.38,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
6247,AMZN,47.66,176.76,129.10,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
6247,AAPL,2.97,12.74,9.77,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
6247,SBER,-0.11,5.88,5.99,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
21052,AMZN,37.11,176.76,139.65,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
21052,AAPL,0.40,12.74,12.34,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
21052,SBER,-0.30,5.88,6.18,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
1165,AAPL,0.32,12.74,12.42,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
1165,SBER,3.35,5.88,2.53,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
1165,AMZN,11.88,176.76,164.88,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2093,SBER,0.71,5.88,5.17,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2093,AMZN,110.26,176.76,66.50,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2093,AAPL,2.87,12.74,9.87,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
8776,AMZN,14.20,176.76,162.56,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
8776,SBER,2.21,5.88,3.67,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8776,AAPL,2.69,12.74,10.05,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7519,AMZN,29.85,176.76,146.91,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
7519,AAPL,-0.66,12.74,13.40,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7519,SBER,4.12,5.88,1.76,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
6793,SBER,-0.89,5.88,6.77,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
6793,AAPL,0.67,12.74,12.07,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
6793,AMZN,-19.44,176.76,196.20,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18423,AAPL,3.44,12.74,9.30,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
18423,AMZN,61.55,176.76,115.21,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18423,SBER,0.21,5.88,5.67,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
14969,SBER,3.51,5.88,2.37,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
14969,AMZN,59.04,176.76,117.72,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
14969,AAPL,-0.29,12.74,13.03,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7191,SBER,1.74,5.88,4.14,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
7191,AAPL,0.83,12.74,11.91,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7191,AMZN,58.48,176.76,118.28,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11936,AMZN,63.84,176.76,112.92,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11936,SBER,4.39,5.88,1.49,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
11936,AAPL,-0.17,12.74,12.91,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2551,AAPL,3.38,12.74,9.36,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2551,SBER,0.20,5.88,5.68,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2551,AMZN,5.95,176.76,170.81,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
16677,AAPL,1.75,12.74,10.99,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16677,SBER,-0.31,5.88,6.19,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
16677,AMZN,-31.71,176.76,208.47,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
4910,SBER,0.09,5.88,5.79,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
4910,AAPL,3.12,12.74,9.62,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
4910,AMZN,47.90,176.76,128.86,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
7729,AMZN,27.87,176.76,148.89,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
7729,AAPL,0.57,12.74,12.17,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
7729,SBER,3.47,5.88,2.41,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
21624,AMZN,49.07,176.76,127.69,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
21624,SBER,1.17,5.88,4.71,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
21624,AAPL,4.92,12.74,7.82,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
13936,AAPL,5.44,12.74,7.30,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
13936,AMZN,10.53,176.76,166.23,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
13936,SBER,2.81,5.88,3.07,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
5262,AMZN,93.83,176.76,82.93,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
5262,AAPL,0.70,12.74,12.04,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
5262,SBER,2.74,5.88,3.14,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
3302,AMZN,4.64,176.76,172.12,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
3302,SBER,2.57,5.88,3.31,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
3302,AAPL,6.52,12.74,6.22,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17251,SBER,2.99,5.88,2.89,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
17251,AAPL,0.00,12.74,12.74,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17251,AMZN,18.66,176.76,158.10,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
4710,SBER,2.05,5.88,3.83,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
4710,AAPL,0.93,12.74,11.81,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
4710,AMZN,-18.15,176.76,194.91,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
4594,AAPL,2.30,12.74,10.44,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
4594,SBER,3.25,5.88,2.63,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
4594,AMZN,-0.76,176.76,177.52,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11408,AMZN,75.49,176.76,101.27,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11408,AAPL,0.83,12.74,11.91,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
11408,SBER,-0.20,5.88,6.08,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8185,SBER,0.91,5.88,4.97,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8185,AAPL,0.88,12.74,11.86,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
8185,AMZN,20.47,176.76,156.29,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
8599,AAPL,0.41,12.74,12.33,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
8599,SBER,2.64,5.88,3.24,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8599,AMZN,8.26,176.76,168.50,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17957,AMZN,48.94,176.76,127.82,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17957,AAPL,1.86,12.74,10.88,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17957,SBER,-0.06,5.88,5.94,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
291,AAPL,4.68,12.74,8.06,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
291,SBER,2.66,5.88,3.22,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
291,AMZN,-15.64,176.76,192.40,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17453,AAPL,4.45,12.74,8.29,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17453,AMZN,26.25,176.76,150.51,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17453,SBER,-1.20,5.88,7.08,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
21642,AMZN,-47.47,176.76,224.23,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
21642,AAPL,2.86,12.74,9.88,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
21642,SBER,1.16,5.88,4.72,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8286,AMZN,-3.36,176.76,180.12,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
8286,AAPL,4.10,12.74,8.64,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
8286,SBER,-0.40,5.88,6.28,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
16421,SBER,-2.46,5.88,8.34,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
16421,AAPL,3.96,12.74,8.78,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
16421,AMZN,4.96,176.76,171.80,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2998,SBER,2.71,5.88,3.17,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2998,AAPL,2.06,12.74,10.68,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2998,AMZN,57.04,176.76,119.72,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
22711,SBER,0.05,5.88,5.83,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
22711,AMZN,106.54,176.76,70.22,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
22711,AAPL,1.34,12.74,11.40,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
21940,AMZN,65.92,176.76,110.84,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
21940,SBER,3.64,5.88,2.24,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
21940,AAPL,4.33,12.74,8.41,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
765,SBER,4.19,5.88,1.69,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
765,AAPL,0.51,12.74,12.23,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
765,AMZN,3.66,176.76,173.10,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
1222,AAPL,4.64,12.74,8.10,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
1222,SBER,-0.93,5.88,6.81,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
1222,AMZN,60.16,176.76,116.60,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
9724,SBER,2.90,5.88,2.98,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
9724,AAPL,0.25,12.74,12.49,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
9724,AMZN,39.46,176.76,137.30,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
5482,AAPL,4.91,12.74,7.83,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
5482,SBER,0.65,5.88,5.23,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
5482,AMZN,8.08,176.76,168.68,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
14358,AAPL,3.55,12.74,9.19,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
14358,SBER,2.99,5.88,2.89,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
14358,AMZN,80.64,176.76,96.12,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17372,AAPL,-0.83,12.74,13.57,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17372,SBER,0.44,5.88,5.44,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
17372,AMZN,64.74,176.76,112.02,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
17486,AAPL,0.87,12.74,11.87,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
17486,SBER,-1.26,5.88,7.14,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
17486,AMZN,10.96,176.76,165.80,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10994,AAPL,1.49,12.74,11.25,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
10994,AMZN,48.85,176.76,127.91,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10994,SBER,1.64,5.88,4.24,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
23598,AMZN,57.01,176.76,119.75,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
23598,AAPL,0.38,12.74,12.36,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
23598,SBER,0.29,5.88,5.59,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
14709,AMZN,34.48,176.76,142.28,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
14709,SBER,2.51,5.88,3.37,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
14709,AAPL,-0.15,12.74,12.89,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
2183,SBER,-0.06,5.88,5.94,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
2183,AMZN,54.94,176.76,121.82,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
2183,AAPL,2.39,12.74,10.35,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
24750,SBER,2.28,5.88,3.60,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
24750,AAPL,2.21,12.74,10.53,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
24750,AMZN,17.75,176.76,159.01,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
18280,SBER,3.06,5.88,2.82,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
18280,AAPL,3.73,12.74,9.01,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
18280,AMZN,56.27,176.76,120.49,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
11148,SBER,-0.26,5.88,6.14,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
11148,AAPL,0.68,12.74,12.06,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
11148,AMZN,24.61,176.76,152.15,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
24724,AMZN,107.29,176.76,69.47,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
24724,AAPL,0.81,12.74,11.93,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
24724,SBER,0.41,5.88,5.47,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
13228,AMZN,28.54,176.76,148.22,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
13228,AAPL,4.79,12.74,7.95,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
13228,SBER,-0.48,5.88,6.36,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
22574,SBER,2.33,5.88,3.55,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
22574,AAPL,1.79,12.74,10.95,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
22574,AMZN,17.67,176.76,159.09,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
24578,SBER,3.45,5.88,2.43,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
24578,AMZN,48.12,176.76,128.64,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
24578,AAPL,-0.61,12.74,13.35,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
3690,SBER,2.34,5.88,3.54,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
3690,AAPL,3.62,12.74,9.12,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
3690,AMZN,2.06,176.76,174.70,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10806,AAPL,2.00,12.74,10.74,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
10806,AMZN,-4.98,176.76,181.74,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
10806,SBER,0.09,5.88,5.79,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
8328,AAPL,4.06,12.74,8.68,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
8328,AMZN,46.79,176.76,129.97,2019-01-31T21:00:00Z,2019-01-30T07:05:00Z
8328,SBER,-0.28,5.88,6.16,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
9905,AAPL,3.89,12.74,8.85,2019-01-31T16:55:00Z,2019-01-30T07:00:00Z
9905,SBER,3.07,5.88,2.81,2019-01-31T11:45:00Z,2019-01-30T15:15:00Z
